drugname,n,category,group
D5LR MVI (ml/hr),5,dextrose-5,iv-sugar
D5LR w/40meq K (ml/hr),5,dextrose-5,iv-sugar
D5LR+MVI (ml/hr),5,dextrose-5,iv-sugar
D5NS with MVI (ml/hr),5,dextrose-5,iv-sugar
D5NS+40mEq Potassiuum (ml/hr),5,dextrose-5,iv-sugar
D5W + 20 K+ (ml/hr),5,dextrose-5,iv-sugar
D5W 0.9NSS (ml/hr),5,dextrose-5,iv-sugar
D5w Na Bicarb 150meq (ml/hr),5,dextrose-5,iv-sugar
D5W NS (ml/hr),5,dextrose-5,iv-sugar
D5W w/ 40mEq K+ (ml/hr),5,dextrose-5,iv-sugar
D5W with sodium bicarb (ml/hr),5,dextrose-5,iv-sugar
d5W/.45%NSS (ml/hr),5,dextrose-5,iv-sugar
d5W/LR + MVI (ml/hr),5,dextrose-5,iv-sugar
TUBE FEEDS (ml/hr),5,enteral-nonspecific-intake,nutrition-enteral
fentanyl epi (ml/hr),5,fentanyl,opioid
LACTATED RINGER  (ml/hr),5,lactated-ringers,lactated-ringers
Lactated Ringers,5,lactated-ringers,lactated-ringers
morphine PCA (mg/hr),5,morphine,opiod
Norepinephrine (Unknown),5,norepinephrine,adrenergic-agent
Norepinephrine STD 32 mg Dextrose 5% 500 ml (mcg/min),5,norepinephrine-dextrose-5,adrenergic-agent
TPN  (ml/hr),5,parenteral,nutrition-parenteral
Vasopressin 20 Units Sodium Chloride 0.9% 100 ml (units/hr),5,vasopressin,antidiuretic
 argatroban,5,,
 bicarb 2amps (ml/hr),5,,
 D5 W/100meq Bicarb (ml/hr),5,,
 MIV (ml/hr),5,,
 NS (ml/hr),5,,
.45  Normal Saline (ml/hr),5,,
.9NSS,5,,
0.45%NS w/ 75meq NaBicarb (ml/hr),5,,
0.45NS,5,,
0.9% NS KVO (ml/hr),5,,
0.9% NS w/MVI (ml/hr),5,,
1.5%Na  (ml/hr),5,,
1.8 % NS (ml/hr),5,,
1.8 % saline (ml/hr),5,,
1/2 NS /SOD BICARB (ml/hr),5,,
1/2 NS w/ 20meq K (ml/hr),5,,
3% NaCL (ml/hr),5,,
5D/0.45 SS (ml/hr),5,,
Acetycysteine (mg/kg/hr),5,,
Acetylcstein (ml/hr),5,,
AcetylCysteine (ml/hr),5,,
Acetylecystine (ml/hr),5,,
Activase (mg/hr),5,,
Albumin25% (ml/hr),5,,
amicar (mcg/kg/hr),5,,
AMINOPHYLLIN (mg/hr),5,,
Aminophylline  (ml/hr),5,,
amiodarone bolus (mg/min),5,,
anidulafungin (ml/hr),5,,
Anx (ml/hr),5,,
Atracurium (),5,,
banana  bag (ml/hr),5,,
bananna bag (ml/hr),5,,
bicarb,5,,
bicarb 1 amp (ml/hr),5,,
bicarb drip x 3 amps (ml/hr),5,,
Bicarbonate 150mEq (ml/hr),5,,
bicarn1.5amps (ml/hr),5,,
Calcium CHLORIDE STD 1 g Sodium Chloride 0.9% 100 ml (Unknown),5,,
Calcium Gluconate 1gm (ml/hr),5,,
Calcium GLUCONATE STD 2 g Sodium Chloride 0.9% 100 ml (Unknown),5,,
CISATRACURIM (mcg/kg/min),5,,
cisatraturium (mg/hr),5,,
CLEVIPREX (mg/hr),5,,
DEXTRAN (ml/hr),5,,
Dilaudid PCA,5,,
Epidural Fentanyl (ml/hr),5,,
Flagyl (ml/hr),5,,
fresh frozen plasma (ml/hr),5,,
Gamunex (ml/hr),5,,
Hepain (ml/hr),5,,
Heparin (mcg/kg/min),5,,
Heparin 25000 Units Dextrose 5% 950 ml  Premix (units/kg/hr),5,,
hespan (ml/hr),5,,
i v (ml/hr),5,,
IV + Kcl (ml/hr),5,,
IV abx + electrolytes,5,,
IV w/ Bicarb 150mEq (ml/hr),5,,
IVF # 1 (ml/hr),5,,
IVF maintenance (ml/hr),5,,
IVF None VasoActives (ml/hr),5,,
IVF w/ Bicarb (ml/hr),5,,
IVF with K (ml/hr),5,,
IVF withOut VasoAcitves (ml/hr),5,,
IVF without Vasoactives (ml/hr),5,,
ivf withOut vasoactives (ml/hr),5,,
IVF WithOut Vasoactives (ml/hr),5,,
K+ PHOS (ml/hr),5,,
K+phos (ml/hr),5,,
KPHOS (ml/hr),5,,
K-Phosphate 21mmol (ml/hr),5,,
KPO4 (ml/hr),5,,
kvo ivf (ml/hr),5,,
levithyroxine (mcg/hr),5,,
levothyroxine (mcg/min),5,,
MIV (mcg/kg/min),5,,
MVI/thiamine (ml/hr),5,,
N/S w 20 mEq K+ (ml/hr),5,,
nahco3 (ml/hr),5,,
Nembutal (mg/kg/hr),5,,
nimbex,5,,
nimbex (ml/hr),5,,
norcuron (mcg/kg/min),5,,
NS #2 (ml/hr),5,,
NS + (ml/hr),5,,
NS + 40mEq K (ml/hr),5,,
NS +20KCL,5,,
NS fluid bolus (ml/hr),5,,
NS Fluid bolus (ml/hr),5,,
NS w/ 20 KCl (ml/hr),5,,
NS w/ 20meqKCL (ml/hr),5,,
NS WITH KCL 20MEQ (ml/hr),5,,
NS with Vit (ml/hr),5,,
NS(bolus) (ml/hr),5,,
NS1/2 + 20KCL (ml/hr),5,,
NSS + 40mEqK (ml/hr),5,,
NSS TPA flush (ml/hr),5,,
NSS w/ 40mEq K (ml/hr),5,,
Oxacillin (ml/hr),5,,
Phytonadine (ml/hr),5,,
plasma (ml/hr),5,,
Plasmalyte (ml/hr),5,,
Potassium (mg/hr),5,,
Propofol IV Emulsion 100 ml (ml/hr),5,,
PROTONIX (ml/hr),5,,
Sod. bicarb (ml/hr),5,,
SODIUM BICARB 150 MEQ (ml/hr),5,,
Sodium bicarb 150meg/1 liter (ml/hr),5,,
Sodium Bicarbonate (mEq/hr) (Unknown),5,,
Sodium Bxc (ml/hr),5,,
solumedrol (mg/kg/hr),5,,
Sterile water c 500 meq bicarb (ml/hr),5,,
TPA flush  (ml/hr),5,,
Volume (ml) Heparin-heparin infusion 2 units/mL in 0.9% sodium chloride (ARTERIAL LINE),5,,
Volume (mL) Naloxone,5,,
Volume (mL)-sodium chloride 0.45 % bolus 500 mL (ml/hr),5,,
Bolus Insulin (units/hr),6,bolus-insulin,insulin
D10,6,dextrose-10,iv-sugar
d10 0.9NSS w/ 20kcl (ml/hr),6,dextrose-10,iv-sugar
D10/ 0.2NS (ml/hr),6,dextrose-10,iv-sugar
D101/2NS (ml/hr),6,dextrose-10,iv-sugar
D5 + 40K (ml/hr),6,dextrose-5,iv-sugar
D5 +150mEq Bicarb (ml/hr),6,dextrose-5,iv-sugar
D5 0.45%NS w/ 40mEq K (ml/hr),6,dextrose-5,iv-sugar
D5 1/2nss (ml/hr),6,dextrose-5,iv-sugar
D5 1/2NSS MVI (ml/hr),6,dextrose-5,iv-sugar
D5 1/2NSS with 20 KCL (ml/hr),6,dextrose-5,iv-sugar
D5 150 Bicarb (ml/hr),6,dextrose-5,iv-sugar
D5 150meq bicarb,6,dextrose-5,iv-sugar
D5 LR  (ml/hr),6,dextrose-5,iv-sugar
D5 NS 0.45 (ml/hr),6,dextrose-5,iv-sugar
D5.45NS,6,dextrose-5,iv-sugar
D5/ LR (ml/hr),6,dextrose-5,iv-sugar
D5/0.45 NS/ KCl 40 (ml/hr),6,dextrose-5,iv-sugar
D5/0.45/40KCL (ml/hr),6,dextrose-5,iv-sugar
d5/0.45ns/40mEqK+ (ml/hr),6,dextrose-5,iv-sugar
D5+0.45%NS+potphos,6,dextrose-5,iv-sugar
D5-1/2NS + 20KCL (ml/hr),6,dextrose-5,iv-sugar
D5LR w 40kcl (ml/hr),6,dextrose-5,iv-sugar
d5lr w/ 20 meq KCL (ml/hr),6,dextrose-5,iv-sugar
D5NS 40 KCL (ml/hr),6,dextrose-5,iv-sugar
D5NS 40meqK+ (ml/hr),6,dextrose-5,iv-sugar
D5NSS w/ MVI (ml/hr),6,dextrose-5,iv-sugar
D5w,6,dextrose-5,iv-sugar
d5w 1/2NS (ml/hr),6,dextrose-5,iv-sugar
D5W with 150 meq NaHCO3 (ml/hr),6,dextrose-5,iv-sugar
fentanyl  (mcg/hr),6,fentanyl,opioid
Hydromorphone PCA (mg/hr),6,hydromorphone,opioid
Insulin Scale A,6,insulin,insulin
naloxzone (mcg/kg/hr),6,naloxone,naloxone
Tpn (ml/hr),6,parenteral,nutrition-parenteral
.45%NSS (ml/hr),6,,
0.45 (ml/hr),6,,
0.45 NS w/ 20mEq KCL  (ml/hr),6,,
0.45%  NSS (ml/hr),6,,
0.45% NaCl + Sodium Bicarbonate (ml/hr),6,,
0.5 NS (ml/hr),6,,
0.9 NS 20 Kcl (ml/hr),6,,
0.9%NS c 20 KCL (ml/hr),6,,
1/2NS + NaHCO3 75meq (ml/hr),6,,
1/2nss with 20 KCL (ml/hr),6,,
200 meq sodium bicarb/sterile water (ml/hr),6,,
3 % (ml/hr),6,,
3 NACL (ml/hr),6,,
3% NS,6,,
3% Sodium Chloride (ml/hr),6,,
3%hypertonic saline (ml/hr),6,,
500 1/2 ns with 20kcl (ml/hr),6,,
60meq Potassium in 250 D5W (ml/hr),6,,
Abciximab (mg/kg/min),6,,
Acetadote,6,,
acetylcycsteine (ml/hr),6,,
Acetylcysteine (mg/hr),6,,
Albumin  (ml/hr),6,,
Albumin 5% 25G (ml/hr),6,,
AltePlase (mg/hr),6,,
ALTEPLASE (ml/hr),6,,
AMICAR (mcg/kg/hr),6,,
Amicar mL/hr (ml/hr),6,,
angiomax (mcg/kg/min),6,,
Anticoagulant Citrate Dextrose Sol A (ml/hr),6,,
Argatroban,6,,
BICARB 150mEq (ml/hr),6,,
BICARB 2AMP/D5W (ml/hr),6,,
Bicarb 8.4% (ml/hr),6,,
bicarb GTT 8.4% with 75 meq,6,,
bicarb GTT 8.4% with 75 meq (ml/hr),6,,
Bivalirudin (Angiomax) 125 mg Sodium Chloride 0.9% 25 ml (mg/kg/hr),6,,
Bivalirudin (Angiomax) 250 mg Dextrose 5% 50 ml (mg/kg/hr),6,,
bivalirudin/ angiomax (mg/kg/hr),6,,
Bivalrudin (mcg/kg/hr),6,,
Bld Products (ml/hr),6,,
BLOOD PRODUCT (ml/hr),6,,
blood product (ml/hr),6,,
BLOOD products (ml/hr),6,,
blood transfusion (ml/hr),6,,
Bumex (mg/hr) (mg/hr),6,,
Clevidipine (ml/hr),6,,
dilaudid (mg/min),6,,
dilaudud (mg/hr),6,,
Eptifibatide (mcg/hr),6,,
fent/bupiv epidural (ml/hr),6,,
FLOLAN (nanograms/kg/min),6,,
Isoproterenol(Isuprel)STD 1 mg Dextrose 5% 250 ml (mcg/min),6,,
Iv (ml/hr),6,,
IV w/ Additives (ml/hr),6,,
iv with additives (ml/hr),6,,
IVF w additives (ml/hr),6,,
ivf with thiamine (ml/hr),6,,
IVF withOut Additives (ml/hr),6,,
k+ phos (ml/hr),6,,
Labetalol (),6,,
Levothyroxine (mcg/kg/min),6,,
Levothyroxine gtt 200 mcg Sodium Chloride 0.9% 500 ml (mcg/hr),6,,
Levothyroxine Sodium (mcg/min),6,,
Lorazepam (mcg/kg/hr),6,,
LR w/40Kcl (ml/hr),6,,
MIV,6,,
MVI bag (ml/hr),6,,
Na Phos rider (ml/hr),6,,
neosynsprine (mcg/kg/hr),6,,
NormalSaline (ml/hr),6,,
ns,6,,
NS 20MEQ KCL (ml/hr),6,,
NS w/MVI (ml/hr),6,,
NSS 0.9%,6,,
NSS Bolus,6,,
oxytocin (ml/hr),6,,
packed red blood cells (ml/hr),6,,
PO Contrast (ml/hr),6,,
Potassium Chloride (ml/hr),6,,
Potassium Phosphate (ml/hr),6,,
SODIUM BICARB  (ml/hr),6,,
"Sodium Chloride 0.45% 1,000 ml (ml/hr)",6,,
SodiumBicarb/d5w@150 (ml/hr),6,,
Sterile H20 + NaHCO3 150meq (ml/hr),6,,
Tobramycin (ml/hr),6,,
TPA Flush (ml/hr),6,,
versed (mg/hr),6,,
Vital 1.2  65ml/h  (ml/hr),6,,
Volume (mL) Argatroban,6,,
Volume-Transfuse pheresed platelets (ml/hr),6,,
D10 W/ NS (ml/hr),7,dextrose-10,iv-sugar
dextrose 10% in water (ml/hr),7,dextrose-10,iv-sugar
D21/2NS (ml/hr),7,dextrose-20,iv-sugar
5% Dextrose w/ 150 mEq bicarb (ml/hr),7,dextrose-5,iv-sugar
d5 .45ns 40kcl (ml/hr),7,dextrose-5,iv-sugar
D5 0.45NS 40mEq Kcl (ml/hr),7,dextrose-5,iv-sugar
D5 0.45NSw/20KCL (ml/hr),7,dextrose-5,iv-sugar
D5 1/2 20K (ml/hr),7,dextrose-5,iv-sugar
D5 1/2 NS w/ 40K (ml/hr),7,dextrose-5,iv-sugar
D5 1/2 w/ 40 kcl (ml/hr),7,dextrose-5,iv-sugar
d5 1/2ns (ml/hr),7,dextrose-5,iv-sugar
D5 1/2NS w/ 75mEq NaBicarb (ml/hr),7,dextrose-5,iv-sugar
D5 BiCarb (ml/hr),7,dextrose-5,iv-sugar
D5 LR w/ multivitamins,7,dextrose-5,iv-sugar
D5 LR with 30meq K (ml/hr),7,dextrose-5,iv-sugar
D5 Sodium Bicarb,7,dextrose-5,iv-sugar
D5 w/ BICARB (ml/hr),7,dextrose-5,iv-sugar
D5 w/100mEq NaHCO3 (ml/hr),7,dextrose-5,iv-sugar
D5.45NSS + MVI (ml/hr),7,dextrose-5,iv-sugar
D5/ 0.9%NSS (ml/hr),7,dextrose-5,iv-sugar
D5/0.45NS w/ Multivits (ml/hr),7,dextrose-5,iv-sugar
D5/0.45NS/K (ml/hr),7,dextrose-5,iv-sugar
D5/0.9NS w/40mEq K (ml/hr),7,dextrose-5,iv-sugar
D5/NS  (ml/hr),7,dextrose-5,iv-sugar
D51/2NS20KCL (ml/hr),7,dextrose-5,iv-sugar
d5lr+10 meq kcl (ml/hr),7,dextrose-5,iv-sugar
D5NS MVI  (ml/hr),7,dextrose-5,iv-sugar
D5W .45% NS (ml/hr),7,dextrose-5,iv-sugar
D5W 150bicarb (ml/hr),7,dextrose-5,iv-sugar
D5W w/ 150 meq NaHCO3 (ml/hr),7,dextrose-5,iv-sugar
D5W with 3amps Na bicarb (ml/hr),7,dextrose-5,iv-sugar
D5W/.45NS (ml/hr),7,dextrose-5,iv-sugar
fentanyl epidural (ml/hr),7,fentanyl,opioid
Fentanyl/Bup Epidural (ml/hr),7,fentanyl,opioid
hydromorphone (mcg/hr),7,hydromorphone,opioid
Insulin (Scale A),7,insulin,insulin
LACTATE RINGERS (ml/hr),7,lactated-ringers,lactated-ringers
Vasopressin 40 Units Sodium Chloride 0.9% 100 ml (units/kg/hr),7,vasopressin,antidiuretic
.9 NORMAL SALINE (ml/hr),7,,
.9ns w/ kcl 40 meq (ml/hr),7,,
0.45 NaCL (ml/hr),7,,
0.9% NS Sheath (ml/hr),7,,
0.9% NSS Bolus (ml/hr),7,,
0.9%nacl  (ml/hr),7,,
0.9%NS,7,,
1/2 NS 20MEQKCL 10MMOLKPHOS (ml/hr),7,,
1/2 NSS + 40K (ml/hr),7,,
1/2NS20K (ml/hr),7,,
1000cc D5W  150 meq NAHCO3 (ml/hr),7,,
2% NaCl (ml/hr),7,,
3% NA (ml/hr),7,,
5% Albumin (ml/hr),7,,
Albumin 25% (ml/hr),7,,
ALBUMIN 25% (ml/hr),7,,
Albumin 5%,7,,
Angiomax,7,,
ANTIBIOTIC (ml/hr),7,,
b carb (ml/hr),7,,
bicarb 75meq (ml/hr),7,,
bicarb iv (ml/hr),7,,
Bicarb.   (ml/hr),7,,
BLD PRODUCTS (ml/hr),7,,
CA GLUC RIDER (ml/hr),7,,
Cardiazem (mg/hr),7,,
CILAUDID PCA (mg/hr),7,,
dilaudid (),7,,
Epidural (mg/hr),7,,
Haldol  (mg/hr),7,,
Heparin (mcg/kg/hr),7,,
Iced NS (ml/hr),7,,
Inamrinone (mcg/kg/min),7,,
Intralipid (ml/hr),7,,
ivf 2 (ml/hr),7,,
IVF non-VasoActive (ml/hr),7,,
IVF+additives (ml/hr),7,,
K ACETATE RIDER (ml/hr),7,,
k ryder (ml/hr),7,,
Lidocaine,7,,
mag rider (ml/hr),7,,
Methylpredisolone (ml/hr),7,methylpredisolone,glucocorticoid
MIV  (ml/hr),7,,
MIVF (ml/hr),7,,
NACL c 10%dextrose (ml/hr),7,,
NaCO3 (ml/hr),7,,
Nimbex (40mg/80ml) (mg/hr),7,,
nimbex/cisatracurium (mcg/kg/min),7,,
Normasol (ml/hr),7,,
NS w MVI (ml/hr),7,,
NS with 20meq  KCL (ml/hr),7,,
NSS w/abx (ml/hr),7,,
octreotide (ml/hr),7,,
Other #3 mL/hr (ml/hr),7,,
Platelets  (ml/hr),7,,
Plts (ml/hr),7,,
Potassium Chloride Bolus 1 Each (ml/hr),7,,
PRBCs,7,,
Procainamide (),7,,
products (ml/hr),7,,
Rocuronium,7,,
rocuronium (mg/kg/min),7,,
Sodium Chloride 0.9% 500 ml (ml/hr),7,,
Sterile H2O with 3amp Bicarb (ml/hr),7,,
sterile water with 150 MEQ NA bicarb (ml/hr),7,,
Tf (ml/hr),7,,
Tranaxemic acid (mg/hr),7,,
Tranexamic Acid (mg/hr),7,,
vanco3.96 mg/ml (ml/hr),7,,
Vecuronium Inj 40 mg in Sodium Chloride 0.9% 100 ml (mcg/kg/min),7,,
10% Dextrose (ml/hr),8,dextrose-10,iv-sugar
D10/0.45 NS (ml/hr),8,dextrose-10,iv-sugar
D5  0.45% NS (ml/hr),8,dextrose-5,iv-sugar
D5 1/2 ns with kcl,8,dextrose-5,iv-sugar
D5 1/2 NSS 40kcl (ml/hr),8,dextrose-5,iv-sugar
D5 1/2 nss w/ 40 kcl (ml/hr),8,dextrose-5,iv-sugar
D5 1/2+ KCL 20meq (ml/hr),8,dextrose-5,iv-sugar
D5 1/2NS +40meq KCL (ml/hr),8,dextrose-5,iv-sugar
D5 1/2NS 20mEqKCL (ml/hr),8,dextrose-5,iv-sugar
D5 1/2NS w/ 20 mEq KCl (ml/hr),8,dextrose-5,iv-sugar
D5 1/2NS w/ MVI folate & thiamine (ml/hr),8,dextrose-5,iv-sugar
D5 1/2NS with 20meq Potassium (ml/hr),8,dextrose-5,iv-sugar
D5 1/4 NS W/20 KCL (ml/hr),8,dextrose-5,iv-sugar
D5 1/4NS (ml/hr),8,dextrose-5,iv-sugar
D5 3amp NaHCO3 (ml/hr),8,dextrose-5,iv-sugar
D5 c 40 mEq K+ (ml/hr),8,dextrose-5,iv-sugar
D5 LR with kcl (ml/hr),8,dextrose-5,iv-sugar
D5 w amp HCO3 (ml/hr),8,dextrose-5,iv-sugar
D5 with glucagon (mg/hr),8,dextrose-5,iv-sugar
D5% (ml/hr),8,dextrose-5,iv-sugar
D5.45 W/ 40 MEQ KCL (ml/hr),8,dextrose-5,iv-sugar
D5/.45NS + 20 K (ml/hr),8,dextrose-5,iv-sugar
D5/.45NSS/40KCL (ml/hr),8,dextrose-5,iv-sugar
d5/0.45 ns (ml/hr),8,dextrose-5,iv-sugar
D5/0.45NS/40 KCL (ml/hr),8,dextrose-5,iv-sugar
D5/0.9 NS c 40 K+ (ml/hr),8,dextrose-5,iv-sugar
D5/NaHCO3 75 (ml/hr),8,dextrose-5,iv-sugar
D5+1/2NSS+MVI+Thiamine+Folic Acid (ml/hr),8,dextrose-5,iv-sugar
D50.45%ns (ml/hr),8,dextrose-5,iv-sugar
D5W + NaBicarb (ml/hr),8,dextrose-5,iv-sugar
D5W 150 meq Bicarb (ml/hr),8,dextrose-5,iv-sugar
D5W c Bicarb (ml/hr),8,dextrose-5,iv-sugar
D5W0.9% (ml/hr),8,dextrose-5,iv-sugar
Dopamine (mcg/hr),8,dopamine,adrenergic-agent
H2O flush 25ml/h (ml/hr),8,enteral-water-meds,nutrition-enteral
Insulin Regular (units/hr),8,insulin,insulin
Morphine 250 mg Sodium Chloride 0.9% 500 ml  Premix (mg/hr),8,morphine,opiod
Morphine PCA (mg/min),8,morphine,opiod
Morphine PCA (ml/hr),8,morphine,opiod
nalxone (mcg/kg/hr),8,naloxone,naloxone
Norepinephrine (mg/min),8,norepinephrine,adrenergic-agent
Norepinephrine STD 4 mg Dextrose 5% 500 ml (mcg/min),8,norepinephrine-dextrose-5,adrenergic-agent
Norepinephrine STD 8 mg Dextrose 5% 250 ml (mcg/min),8,norepinephrine-dextrose-5,adrenergic-agent
TNP (ml/hr),8,parenteral,nutrition-parenteral
Total Parenteral Nutrition 720 ml (ml/hr),8,parenteral,nutrition-parenteral
",9NSS (ml/hr)",8,,
0.45 NS,8,,
0.45% NS + 100 MEQ SODIUM BICARB (ml/hr),8,,
0.45%NS w MVI (ml/hr),8,,
0.45%ns with 75 meq sodium bicarb (ml/hr),8,,
0.45NSS bicarb (ml/hr),8,,
0.9%NACL + 20 MEQ KCL (ml/hr),8,,
0.9%NSS,8,,
1/2 NS w/ 40 KCL (mg/hr),8,,
1/2NS w/ 100mEq Bicarb (ml/hr),8,,
1/2NSS w MVI & Thi (ml/hr),8,,
1/2NSS w/ 100meq NaBicarb (ml/hr),8,,
1L D5W w/150mEq Bicarb (ml/hr),8,,
60 MEQ Kt in D5W (ml/hr),8,,
Acetylcysteine 3% (maint) 30000 mg Dextrose 5% 1000 ml (mg/kg/hr),8,,
Alprostadil (mcg/kg/hr),8,,
aminocaproic acid  (ml/hr),8,,
Amiodarone (Unknown),8,,
Banna Bag (ml/hr),8,,
bicarb 3 amps (ml/hr),8,,
Bilvarudin (mg/kg/hr),8,,
Bivalirudin (Angiomax) 250 mg  50 ml (mg/kg/hr),8,,
bld (ml/hr),8,,
bld products (ml/hr),8,,
Blood product.   (ml/hr),8,,
Calcium gluconate (mg/kg/hr),8,,
CARDENE (mg/hr),8,,
Clindamycin (ml/hr),8,,
Cryo (ml/hr),8,,
Dilaudid PCA (),8,,
Fluid bolus (ml/hr),8,,
Furosemide (Lasix) STD 250 mg Sodium Chloride 0.9% 250 ml (mg/hr),8,,
Hespan (ml/hr),8,,
IV without additives (ml/hr),8,,
IVF wtih  MVI (ml/hr),8,,
Ketamine,8,,
K-rider (ml/hr),8,,
LR WITH 40 Meq (ml/hr),8,,
M. V. I. Bag (ml/hr),8,,
Magnesium Sulfate STD 2 g Sterile Water (SWFI) 50 ml  Premix (Unknown),8,,
Milrinone (mcg/kg/hr),8,,
MV/thiamine/folic acid (ml/hr),8,,
MVI-IVF (ml/hr),8,,
NA Bicarb/ NSS (ml/hr),8,,
Naffacilin (mg/hr),8,,
NiCARDipine (premix) 50 mg Sodium Chloride 0.9% 500 ml (mg/hr),8,,
Normal Saline (mg/hr),8,,
Normolsol (ml/hr),8,,
NS Bolus (ml/hr),8,,
NS fluid bolus 500ml (ml/hr),8,,
NS w/ propofol (ml/hr),8,,
NS with 20 mEq KCl (ml/hr),8,,
NSS w/ Mg (ml/hr),8,,
Other (mcg/kg/min) (mcg/kg/min),8,,
Other (mcg/min) (mcg/min),8,,
OXYTOCIN (ml/hr),8,,
Pacer NS (ml/hr),8,,
PCA (mg/hr),8,,
Plain IVF (ml/hr),8,,
pRBC  (ml/hr),8,,
Propofol (Diprivan) 1000 mg  130 ml  Premix (mcg/kg/min),8,,
Sodium Bicarbonate 150mEq (ml/hr),8,,
sterile water+150meq na bicarb (ml/hr),8,,
TPA/Alteplase (ml/hr),8,,
Tranexamic 1Gm/100 ml (mg/hr),8,,
Tranexamic acid (mg/hr),8,,
transexamic acid (mg/hr),8,,
D5 .45 NORMAL SALINE (ml/hr),9,dextrose-5,iv-sugar
D5 .45% NS (ml/hr),9,dextrose-5,iv-sugar
"D5 0,9 NS ",9,dextrose-5,iv-sugar
D5 0.45 NS w/ 20 mEq KCL (ml/hr),9,dextrose-5,iv-sugar
d5 1/2ns  (ml/hr),9,dextrose-5,iv-sugar
D5 1/2NS + 40 mEq K (ml/hr),9,dextrose-5,iv-sugar
D5 1/2NS+ 20mEq KCl (ml/hr),9,dextrose-5,iv-sugar
D5 75 mEq Bicarb (ml/hr),9,dextrose-5,iv-sugar
D5 in 0.9NS with vitamins (ml/hr),9,dextrose-5,iv-sugar
D5 NORMAL SALINE (ml/hr),9,dextrose-5,iv-sugar
D5 w/0.45% NS (ml/hr),9,dextrose-5,iv-sugar
D5 with 150 Na Bicarb (ml/hr),9,dextrose-5,iv-sugar
d5.45 with 20kcl (ml/hr),9,dextrose-5,iv-sugar
D5.45nss (ml/hr),9,dextrose-5,iv-sugar
D5/ 0.45%NS/ thiamine and folic acid/ vitamin (ml/hr),9,dextrose-5,iv-sugar
D5/ 0.9NSS (ml/hr),9,dextrose-5,iv-sugar
D5/0.45NS/20mEqK+ (ml/hr),9,dextrose-5,iv-sugar
D5/LR/40mEq potassium (ml/hr),9,dextrose-5,iv-sugar
D5/NS/20mEq KCL (ml/hr),9,dextrose-5,iv-sugar
D5LR 10 MEQ K (ml/hr),9,dextrose-5,iv-sugar
D5LR w/10 kcl (ml/hr),9,dextrose-5,iv-sugar
D5LR with 10 meq kcl (ml/hr),9,dextrose-5,iv-sugar
D5LR with KCl (ml/hr),9,dextrose-5,iv-sugar
D5LR/10meqKCL (ml/hr),9,dextrose-5,iv-sugar
D5NS + 20 mEq KCL + 10 mmol KPhos (ml/hr),9,dextrose-5,iv-sugar
D5NS + 20meq KCL (ml/hr),9,dextrose-5,iv-sugar
D5W sodium bicarb 150meq (ml/hr),9,dextrose-5,iv-sugar
D5W w/ 150 Nahco3 (ml/hr),9,dextrose-5,iv-sugar
D5W.45NSw/40meqK (ml/hr),9,dextrose-5,iv-sugar
D5W/0.45NS (ml/hr),9,dextrose-5,iv-sugar
"Dextrose 5%/0.2% Sod Chl 1,000 ml (ml/hr)",9,dextrose-5,iv-sugar
Epinephrine (mg/hr),9,epinephrine,adrenergic-agent
morph (mg/hr),9,morphine,opiod
Norepinephrine (mg/kg/min),9,norepinephrine,adrenergic-agent
 (ml/hr),9,,
.9 ns with 20 kcl (ml/hr),9,,
0.2% NS w/Na HCO3 (ml/hr),9,,
0.45%  Na CL (ml/hr),9,,
0.45% NSS #2 (ml/hr),9,,
0.45% NSS with 150meq NAHCO3 (ml/hr),9,,
0.45NS 40mEqK (ml/hr),9,,
0.9 NSS 9 (carrier) (ml/hr),9,,
0.9% Sodium Chloride NSS (ml/hr),9,,
0.9%NS with 20 MEQ KCL (ml/hr),9,,
1/2 Normal Saline,9,,
1/2NS  (ml/hr),9,,
1/2NS + MVI (ml/hr),9,,
1L D5 0.9NS w/MVI/Thiamine 100mg/Folic Acid 1mg/Mg ++ 2gm (ml/hr),9,,
20 K IN NS (ml/hr),9,,
3 % saline (ml/hr),9,,
Alteplase to sheath (ml/hr),9,,
aminophylline (mg/hr),9,,
argatroban,9,,
Argatroban (mg/kg/min),9,,
bicarb1.5amps (ml/hr),9,,
Cistracurium,9,,
Corlopam (mcg/kg/min),9,,
Dexmedetomidine (mg/kg/min),9,,
Esomeprazole,9,,
Esomeprazole (ml/hr),9,,
Fent/Bupiv Epidural (ml/hr),9,,
iv  (ml/hr),9,,
IVF w KCL (ml/hr),9,,
IVF w MVI  (ml/hr),9,,
IVF W/KCL (ml/hr),9,,
IVF with MV (ml/hr),9,,
IVF with vitamins (ml/hr),9,,
IVF WithOut VasoActives (ml/hr),9,,
K phos (ml/hr),9,,
KETAMINE (mg/kg/hr),9,,
Lacosamide 200 mg in Dextrose 5% 50 ml (ml/hr),9,,
LIPID (ml/hr),9,,
LR 20K (ml/hr),9,,
Merren 500mg/100ml (ml/hr),9,,
MultiVit (ml/hr),9,,
na bicarb (ml/hr),9,,
NaHco3 (ml/hr),9,,
NS 40 K (ml/hr),9,,
NS W 20K (ml/hr),9,,
NS WITH KCL 20MMOL,9,,
NSS bolus  (ml/hr),9,,
Octreotide (units/hr),9,,
Phenylephrine  STD 20 mg Sodium Chloride 0.9% 500 ml (mcg/min),9,,
